Category,Pack,FileName,Path,SizeBytes,SizeKB,UsedStatus,ReferencedBy
Script (Editor),Assets/Editor,WildlifeBuilder.cs,Assets/Editor/WildlifeBuilder.cs,19793,19.3,USED (menu + code),Unity menu entry point; referenced by BuildEverything.cs
AvatarMask,Assets/Game,Hands.mask,Assets/Game/Animator/Hands.mask,349,0.3,SHIPPED,City.unity dependency
AnimatorController,Assets/Game,PlayerLocomotion.controller,Assets/Game/Animator/PlayerLocomotion.controller,31779,31.0,SHIPPED,City.unity dependency
AvatarMask,Assets/Game,UpperBody.mask,Assets/Game/Animator/UpperBody.mask,353,0.3,SHIPPED,City.unity dependency
ScriptableObject/Config,Assets/Game,WeaponLibrary.asset,Assets/Game/Data/WeaponLibrary.asset,2438,2.4,SHIPPED,City.unity dependency
Material,Assets/Game,Bark.mat,Assets/Game/Materials/Bark.mat,3835,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Bld_Brick.mat,Assets/Game/Materials/Bld_Brick.mat,3833,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Bld_Cream.mat,Assets/Game/Materials/Bld_Cream.mat,3825,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Bld_Glass.mat,Assets/Game/Materials/Bld_Glass.mat,3839,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Bld_Sand.mat,Assets/Game/Materials/Bld_Sand.mat,3819,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Bld_Slate.mat,Assets/Game/Materials/Bld_Slate.mat,3832,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Bld_Teal.mat,Assets/Game/Materials/Bld_Teal.mat,3831,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Int_Counter.mat,Assets/Game/Materials/Int_Counter.mat,3822,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Int_DoorFrame.mat,Assets/Game/Materials/Int_DoorFrame.mat,3825,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Int_ExitMat.mat,Assets/Game/Materials/Int_ExitMat.mat,3822,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Int_Floor.mat,Assets/Game/Materials/Int_Floor.mat,3822,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Int_LightPanel.mat,Assets/Game/Materials/Int_LightPanel.mat,3842,3.8,SHIPPED,City.unity dependency
Material,Assets/Game,Int_Sign.mat,Assets/Game/Materials/Int_Sign.mat,3833,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Int_Wall.mat,Assets/Game/Materials/Int_Wall.mat,3817,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,LaneLine.mat,Assets/Game/Materials/LaneLine.mat,3820,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Leaves.mat,Assets/Game/Materials/Leaves.mat,3837,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,MissionBeacon.mat,Assets/Game/Materials/MissionBeacon.mat,3841,3.8,SHIPPED,City.unity dependency
Material,Assets/Game,ObjectiveBeam.mat,Assets/Game/Materials/ObjectiveBeam.mat,3948,3.9,SHIPPED,City.unity dependency
Material,Assets/Game,Ocean.mat,Assets/Game/Materials/Ocean.mat,1080,1.1,SHIPPED,City.unity dependency
Material,Assets/Game,Parapet.mat,Assets/Game/Materials/Parapet.mat,3836,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,ParkGrass.mat,Assets/Game/Materials/ParkGrass.mat,3819,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Rain.mat,Assets/Game/Materials/Rain.mat,2615,2.6,SHIPPED,City.unity dependency
Material,Assets/Game,Road.mat,Assets/Game/Materials/Road.mat,3819,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Sidewalk.mat,Assets/Game/Materials/Sidewalk.mat,3820,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Sig_Lamp.mat,Assets/Game/Materials/Sig_Lamp.mat,3832,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Sig_Pole.mat,Assets/Game/Materials/Sig_Pole.mat,3838,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Sig_Zebra.mat,Assets/Game/Materials/Sig_Zebra.mat,3821,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Veh_BikeFrame.mat,Assets/Game/Materials/Veh_BikeFrame.mat,3826,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Veh_BoatDeck.mat,Assets/Game/Materials/Veh_BoatDeck.mat,3823,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Veh_BoatHull.mat,Assets/Game/Materials/Veh_BoatHull.mat,3823,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Veh_Car_0.mat,Assets/Game/Materials/Veh_Car_0.mat,3835,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Veh_Car_1.mat,Assets/Game/Materials/Veh_Car_1.mat,3841,3.8,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Veh_Car_2.mat,Assets/Game/Materials/Veh_Car_2.mat,3822,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Veh_Car_3.mat,Assets/Game/Materials/Veh_Car_3.mat,3841,3.8,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Veh_Car_4.mat,Assets/Game/Materials/Veh_Car_4.mat,3842,3.8,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Veh_Car_5.mat,Assets/Game/Materials/Veh_Car_5.mat,3832,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Veh_Car_Police.mat,Assets/Game/Materials/Veh_Car_Police.mat,3844,3.8,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Veh_Glass.mat,Assets/Game/Materials/Veh_Glass.mat,3841,3.8,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Veh_Light.mat,Assets/Game/Materials/Veh_Light.mat,3821,3.7,EDITOR-WIRED (dir),folder enumerated by CityBuilder.cs
Material,Assets/Game,Veh_Seat.mat,Assets/Game/Materials/Veh_Seat.mat,3819,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Veh_SirenBlue.mat,Assets/Game/Materials/Veh_SirenBlue.mat,3824,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Veh_SirenRed.mat,Assets/Game/Materials/Veh_SirenRed.mat,3819,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Veh_Smoke.mat,Assets/Game/Materials/Veh_Smoke.mat,3836,3.7,SHIPPED,City.unity dependency
Material,Assets/Game,Veh_Tyre.mat,Assets/Game/Materials/Veh_Tyre.mat,3822,3.7,SHIPPED,City.unity dependency
Vehicle (prefab),Assets/Game,Bike.prefab,Assets/Game/Prefabs/Bike.prefab,144683,141.3,SHIPPED,City.unity dependency
Vehicle (prefab),Assets/Game,Boat.prefab,Assets/Game/Prefabs/Boat.prefab,138305,135.1,SHIPPED,City.unity dependency
Vehicle (prefab),Assets/Game,Car_0.prefab,Assets/Game/Prefabs/Car_0.prefab,146699,143.3,SHIPPED,City.unity dependency
Vehicle (prefab),Assets/Game,Car_1.prefab,Assets/Game/Prefabs/Car_1.prefab,146718,143.3,SHIPPED,City.unity dependency
Vehicle (prefab),Assets/Game,Car_2.prefab,Assets/Game/Prefabs/Car_2.prefab,146697,143.3,SHIPPED,City.unity dependency
Vehicle (prefab),Assets/Game,Car_3.prefab,Assets/Game/Prefabs/Car_3.prefab,146721,143.3,SHIPPED,City.unity dependency
Vehicle (prefab),Assets/Game,Car_4.prefab,Assets/Game/Prefabs/Car_4.prefab,146681,143.2,SHIPPED,City.unity dependency
Vehicle (prefab),Assets/Game,Car_5.prefab,Assets/Game/Prefabs/Car_5.prefab,146672,143.2,SHIPPED,City.unity dependency
Vehicle (prefab),Assets/Game,Car_Police.prefab,Assets/Game/Prefabs/Car_Police.prefab,153449,149.9,SHIPPED,City.unity dependency
Prefab,Assets/Game,PoliceOfficer.prefab,Assets/Game/Prefabs/PoliceOfficer.prefab,9828,9.6,SHIPPED,City.unity dependency
Script,Assets/Game,AdRewards.cs,Assets/Game/Scripts/Ads/AdRewards.cs,7579,7.4,USED (code),"referenced by SceneAssembler.cs, AudioHooks.cs, ClearWantedButton.cs"
Script,Assets/Game,AdService.cs,Assets/Game/Scripts/Ads/AdService.cs,8849,8.6,USED (code),"referenced by SceneAssembler.cs, AdRewards.cs, GoogleMobileAdsService.cs +6 more"
Script,Assets/Game,GoogleMobileAdsService.cs,Assets/Game/Scripts/Ads/GoogleMobileAdsService.cs,6402,6.3,USED (code),referenced by AdService.cs
Script,Assets/Game,IAdService.cs,Assets/Game/Scripts/Ads/IAdService.cs,2747,2.7,USED (code),"referenced by AdService.cs, GoogleMobileAdsService.cs, MockAdService.cs"
Script,Assets/Game,IapService.cs,Assets/Game/Scripts/Ads/IapService.cs,5091,5.0,USED (code),"referenced by SceneAssembler.cs, StorePanel.cs"
Script,Assets/Game,MockAdService.cs,Assets/Game/Scripts/Ads/MockAdService.cs,3658,3.6,USED (code),referenced by AdService.cs
Script,Assets/Game,AudioHooks.cs,Assets/Game/Scripts/Audio/AudioHooks.cs,4176,4.1,USED (code),referenced by MenuBuilder.cs
Script,Assets/Game,AudioManager.cs,Assets/Game/Scripts/Audio/AudioManager.cs,7551,7.4,USED (code),"referenced by MenuBuilder.cs, AudioHooks.cs, FootstepAudio.cs +5 more"
Script,Assets/Game,FootstepAudio.cs,Assets/Game/Scripts/Audio/FootstepAudio.cs,1765,1.7,USED (code),referenced by MenuBuilder.cs
Script,Assets/Game,ProceduralAudio.cs,Assets/Game/Scripts/Audio/ProceduralAudio.cs,10010,9.8,USED (code),referenced by AudioManager.cs
Script,Assets/Game,UiClickAudio.cs,Assets/Game/Scripts/Audio/UiClickAudio.cs,1384,1.4,USED (code),referenced by MenuBuilder.cs
Script,Assets/Game,VehicleAudio.cs,Assets/Game/Scripts/Audio/VehicleAudio.cs,3353,3.3,USED (code),referenced by MenuBuilder.cs
Script,Assets/Game,ThirdPersonCamera.cs,Assets/Game/Scripts/CameraRig/ThirdPersonCamera.cs,6055,5.9,USED (code),"referenced by SceneAssembler.cs, GameSettings.cs, Property.cs +4 more"
Script,Assets/Game,CheatCodes.cs,Assets/Game/Scripts/Cheats/CheatCodes.cs,18158,17.7,USED (code),referenced by CheatRegistry.cs
Script,Assets/Game,CheatConsole.cs,Assets/Game/Scripts/Cheats/CheatConsole.cs,5246,5.1,ORPHAN MonoBehaviour,"compiles, but no scene, prefab or script references it"
Script,Assets/Game,CheatRegistry.cs,Assets/Game/Scripts/Cheats/CheatRegistry.cs,7009,6.8,USED (code),"referenced by SectionVerify.cs, CheatCodes.cs, CheatConsole.cs"
Script,Assets/Game,DamageReaction.cs,Assets/Game/Scripts/Combat/DamageReaction.cs,2935,2.9,USED (code),"referenced by CharacterPrefabBuilder.cs, SceneAssembler.cs, TrafficBuilder.cs"
Script,Assets/Game,Health.cs,Assets/Game/Scripts/Combat/Health.cs,4422,4.3,USED (code),"referenced by AnimatorBuilder.cs, CharacterPrefabBuilder.cs, SceneAssembler.cs +25 more"
Script,Assets/Game,HostileNpc.cs,Assets/Game/Scripts/Combat/HostileNpc.cs,8740,8.5,USED (code),"referenced by EliminationMission.cs, EscortMission.cs, HeistMission.cs +1 more"
Script,Assets/Game,PlayerCombat.cs,Assets/Game/Scripts/Combat/PlayerCombat.cs,10409,10.2,USED (code),"referenced by AnimationVerify.cs, AnimatorBuilder.cs, CharacterPrefabBuilder.cs +10 more"
Script,Assets/Game,RagdollLite.cs,Assets/Game/Scripts/Combat/RagdollLite.cs,8754,8.5,USED (code),"referenced by CharacterPrefabBuilder.cs, TrafficBuilder.cs, DamageReaction.cs +5 more"
Script,Assets/Game,UniformTint.cs,Assets/Game/Scripts/Combat/UniformTint.cs,1308,1.3,USED (code),referenced by CharacterCatalog.cs
Script,Assets/Game,CrimeReporter.cs,Assets/Game/Scripts/Core/CrimeReporter.cs,3798,3.7,USED (code),"referenced by PlayerCombat.cs, PlayerVehicleController.cs, Vehicle.cs"
Script,Assets/Game,DeviceDiagnostics.cs,Assets/Game/Scripts/Core/DeviceDiagnostics.cs,8885,8.7,ORPHAN MonoBehaviour,"compiles, but no scene, prefab or script references it"
Script,Assets/Game,GameSettings.cs,Assets/Game/Scripts/Core/GameSettings.cs,6706,6.5,USED (code),"referenced by MenuBuilder.cs, AudioManager.cs, PerformanceTuner.cs +1 more"
Script,Assets/Game,GameStateManager.cs,Assets/Game/Scripts/Core/GameStateManager.cs,6406,6.3,USED (code),"referenced by SceneAssembler.cs, AdRewards.cs, HostileNpc.cs +5 more"
Script,Assets/Game,HeatSystem.cs,Assets/Game/Scripts/Core/HeatSystem.cs,4288,4.2,USED (code),"referenced by SceneAssembler.cs, AdRewards.cs, CheatCodes.cs +9 more"
Script,Assets/Game,PlayerSkinSwapper.cs,Assets/Game/Scripts/Economy/PlayerSkinSwapper.cs,6345,6.2,USED (code),"referenced by LobbyBuilder.cs, SceneAssembler.cs, Shop.cs +3 more"
Script,Assets/Game,Property.cs,Assets/Game/Scripts/Economy/Property.cs,6844,6.7,USED (code),"referenced by InteriorBuilder.cs, UrpMaterialFixer.cs, Shop.cs +3 more"
Script,Assets/Game,Shop.cs,Assets/Game/Scripts/Economy/Shop.cs,7235,7.1,USED (code),"referenced by CityBuilder.cs, EnvironmentCatalog.cs, InteriorBuilder.cs +5 more"
Script,Assets/Game,ShopItem.cs,Assets/Game/Scripts/Economy/ShopItem.cs,2217,2.2,USED (code),"referenced by InteriorBuilder.cs, Shop.cs, SkinLibrary.cs +1 more"
Script,Assets/Game,SkinLibrary.cs,Assets/Game/Scripts/Economy/SkinLibrary.cs,3876,3.8,USED (code),"referenced by PlayerSkinSwapper.cs, CharacterSelectPanel.cs, LobbyPreview.cs +1 more"
Script,Assets/Game,HudButton.cs,Assets/Game/Scripts/Input/HudButton.cs,5431,5.3,USED (code),"referenced by MenuBuilder.cs, SceneAssembler.cs, UiTheme.cs +2 more"
Script,Assets/Game,InputHub.cs,Assets/Game/Scripts/Input/InputHub.cs,16007,15.6,USED (code),"referenced by SceneAssembler.cs, ThirdPersonCamera.cs, PlayerCombat.cs +15 more"
Script,Assets/Game,TouchLookZone.cs,Assets/Game/Scripts/Input/TouchLookZone.cs,1538,1.5,USED (code),referenced by SceneAssembler.cs
Script,Assets/Game,VirtualJoystick.cs,Assets/Game/Scripts/Input/VirtualJoystick.cs,4604,4.5,USED (code),referenced by SceneAssembler.cs
Script,Assets/Game,Doorway.cs,Assets/Game/Scripts/Interiors/Doorway.cs,4397,4.3,USED (code),"referenced by InteriorBuilder.cs, Property.cs, PlayerVehicleController.cs +1 more"
Script,Assets/Game,Interior.cs,Assets/Game/Scripts/Interiors/Interior.cs,2870,2.8,USED (code),"referenced by InteriorBuilder.cs, Doorway.cs, InteriorManager.cs +2 more"
Script,Assets/Game,InteriorExit.cs,Assets/Game/Scripts/Interiors/InteriorExit.cs,1956,1.9,USED (code),"referenced by InteriorBuilder.cs, Interior.cs, SaveSystem.cs"
Script,Assets/Game,InteriorManager.cs,Assets/Game/Scripts/Interiors/InteriorManager.cs,6904,6.7,USED (code),"referenced by InteriorBuilder.cs, SceneAssembler.cs, AudioManager.cs +7 more"
Script,Assets/Game,InteriorNpc.cs,Assets/Game/Scripts/Interiors/InteriorNpc.cs,2929,2.9,USED (code),"referenced by InteriorBuilder.cs, Interior.cs, DialoguePanel.cs"
Script,Assets/Game,DeliveryMission.cs,Assets/Game/Scripts/Missions/DeliveryMission.cs,4117,4.0,USED (code),referenced by MissionBuilder.cs
Script,Assets/Game,EliminationMission.cs,Assets/Game/Scripts/Missions/EliminationMission.cs,4999,4.9,USED (code),referenced by MissionBuilder.cs
Script,Assets/Game,EscortClient.cs,Assets/Game/Scripts/Missions/EscortClient.cs,2603,2.5,USED (code),referenced by EscortMission.cs
Script,Assets/Game,EscortMission.cs,Assets/Game/Scripts/Missions/EscortMission.cs,6404,6.3,USED (code),referenced by MissionBuilder.cs
Script,Assets/Game,HeistMission.cs,Assets/Game/Scripts/Missions/HeistMission.cs,5830,5.7,USED (code),referenced by MissionBuilder.cs
Script,Assets/Game,MissionBase.cs,Assets/Game/Scripts/Missions/MissionBase.cs,6490,6.3,USED (code),"referenced by MissionBuilder.cs, AdRewards.cs, AudioHooks.cs +8 more"
Script,Assets/Game,MissionGiver.cs,Assets/Game/Scripts/Missions/MissionGiver.cs,5760,5.6,USED (code),"referenced by MissionBuilder.cs, Doorway.cs, NpcManager.cs +2 more"
Script,Assets/Game,MissionManager.cs,Assets/Game/Scripts/Missions/MissionManager.cs,7673,7.5,USED (code),"referenced by SceneAssembler.cs, AdRewards.cs, AudioHooks.cs +8 more"
Script,Assets/Game,NpcManager.cs,Assets/Game/Scripts/Npc/NpcManager.cs,3659,3.6,USED (code),referenced by TownNpc.cs
Script,Assets/Game,TownNpc.cs,Assets/Game/Scripts/Npc/TownNpc.cs,3986,3.9,USED (code),"referenced by NpcBuilder.cs, NpcManager.cs, CrowdDirector.cs +3 more"
Script,Assets/Game,CrowdBenchmark.cs,Assets/Game/Scripts/Performance/CrowdBenchmark.cs,8891,8.7,USED (code),referenced by BenchRunner.cs
Script,Assets/Game,PerformanceTuner.cs,Assets/Game/Scripts/Performance/PerformanceTuner.cs,12875,12.6,USED (code),"referenced by MenuBuilder.cs, PerformanceSetup.cs, CheatCodes.cs +3 more"
Script,Assets/Game,PrefabPool.cs,Assets/Game/Scripts/Performance/PrefabPool.cs,3762,3.7,USED (code),referenced by PoliceDispatcher.cs
Script,Assets/Game,PlayerAnimation.cs,Assets/Game/Scripts/Player/PlayerAnimation.cs,12143,11.9,USED (code),"referenced by AnimationVerify.cs, AnimatorBuilder.cs, CharacterCatalog.cs +17 more"
Script,Assets/Game,PlayerController.cs,Assets/Game/Scripts/Player/PlayerController.cs,10082,9.8,USED (code),"referenced by AnimatorBuilder.cs, SceneAssembler.cs, FootstepAudio.cs +8 more"
Script,Assets/Game,PlayerVehicleController.cs,Assets/Game/Scripts/Player/PlayerVehicleController.cs,8544,8.3,USED (code),"referenced by SceneAssembler.cs, VehicleAudio.cs, CheatCodes.cs +11 more"
Script,Assets/Game,PoliceDispatcher.cs,Assets/Game/Scripts/Police/PoliceDispatcher.cs,12656,12.4,USED (code),"referenced by SceneAssembler.cs, AdRewards.cs, GameStateManager.cs +3 more"
Script,Assets/Game,PoliceOfficer.cs,Assets/Game/Scripts/Police/PoliceOfficer.cs,8381,8.2,USED (code),"referenced by BuildEverything.cs, CharacterPrefabBuilder.cs, MissionBuilder.cs +8 more"
Script,Assets/Game,PolicePursuit.cs,Assets/Game/Scripts/Police/PolicePursuit.cs,7144,7.0,USED (code),"referenced by PoliceDispatcher.cs, TrafficSpawner.cs, Minimap.cs +1 more"
Script,Assets/Game,PlayerProgress.cs,Assets/Game/Scripts/Progression/PlayerProgress.cs,13263,13.0,USED (code),"referenced by LobbyBuilder.cs, SceneAssembler.cs, AdRewards.cs +17 more"
Script,Assets/Game,SaveSystem.cs,Assets/Game/Scripts/Progression/SaveSystem.cs,19385,18.9,USED (code),"referenced by SceneAssembler.cs, AdRewards.cs, IapService.cs +9 more"
Script,Assets/Game,CrowdDirector.cs,Assets/Game/Scripts/Traffic/CrowdDirector.cs,22833,22.3,USED (code),"referenced by CheatCodes.cs, CrowdBenchmark.cs, PoliceDispatcher.cs +2 more"
Script,Assets/Game,CrowdGrid.cs,Assets/Game/Scripts/Traffic/CrowdGrid.cs,7238,7.1,USED (code),referenced by Pedestrian.cs
Script,Assets/Game,Pedestrian.cs,Assets/Game/Scripts/Traffic/Pedestrian.cs,21889,21.4,USED (code),"referenced by NpcBuilder.cs, TrafficBuilder.cs, CheatCodes.cs +13 more"
Script,Assets/Game,PoliceVehicle.cs,Assets/Game/Scripts/Traffic/PoliceVehicle.cs,1333,1.3,USED (code),"referenced by VehicleBuilder.cs, PlayerCombat.cs, CrimeReporter.cs +2 more"
Script,Assets/Game,RedLightMonitor.cs,Assets/Game/Scripts/Traffic/RedLightMonitor.cs,3441,3.4,USED (code),referenced by SceneAssembler.cs
Script,Assets/Game,RoadNetwork.cs,Assets/Game/Scripts/Traffic/RoadNetwork.cs,4900,4.8,USED (code),"referenced by RoadNetworkBuilder.cs, TrafficBuilder.cs, CrowdBenchmark.cs +6 more"
Script,Assets/Game,TrafficCar.cs,Assets/Game/Scripts/Traffic/TrafficCar.cs,8749,8.5,USED (code),"referenced by HeistMission.cs, PoliceDispatcher.cs, TrafficSpawner.cs +2 more"
Script,Assets/Game,TrafficLightController.cs,Assets/Game/Scripts/Traffic/TrafficLightController.cs,4865,4.8,USED (code),"referenced by RoadNetworkBuilder.cs, Pedestrian.cs, RedLightMonitor.cs +1 more"
Script,Assets/Game,TrafficLightLamps.cs,Assets/Game/Scripts/Traffic/TrafficLightLamps.cs,2050,2.0,USED (code),"referenced by RoadNetworkBuilder.cs, TrafficLightController.cs"
Script,Assets/Game,TrafficSpawner.cs,Assets/Game/Scripts/Traffic/TrafficSpawner.cs,8588,8.4,USED (code),"referenced by SceneAssembler.cs, TrafficBuilder.cs, InteriorManager.cs +3 more"
Script,Assets/Game,AdOfferPrompt.cs,Assets/Game/Scripts/UI/AdOfferPrompt.cs,3663,3.6,USED (code),"referenced by SceneAssembler.cs, UiResponsive.cs, AdRewards.cs +1 more"
Script,Assets/Game,AdOverlayUI.cs,Assets/Game/Scripts/UI/AdOverlayUI.cs,5338,5.2,USED (code),"referenced by SceneAssembler.cs, MockAdService.cs"
Script,Assets/Game,CharacterSelectPanel.cs,Assets/Game/Scripts/UI/CharacterSelectPanel.cs,9289,9.1,USED (code),"referenced by LobbyBuilder.cs, LobbyScreen.cs"
